sector.eos,mean,p10,p25,p50,p75,p90
1-fossil,0.0416104492750823,-0.130839987151002,-0.0831478202622098,-0.0323680268801945,0.183362883226081,0.29402395250168
2-utility,0.20567377802789,-0.140616319001128,0.020185439301355,0.0840384469199722,0.342453160076434,0.741346729429926
2_3-manufacturing,0.0417263695537751,-0.0972418153236232,-0.0318970593294133,0.0360317684787779,0.120975554155651,0.209292957236945
5-transportation,0.0872098059213624,-0.00295318442234029,0.017612177211781,0.0500118075858236,0.137548947467682,0.210652098030493
6-agric. etc,0.114681377239124,-0.0824598424009437,-0.0199648101403923,0.0665281346226816,0.114169127530584,0.328985236826974
7_8_9-services,0.136918888201656,-0.0345756504303998,0.0272934745242056,0.10525061071116,0.215381056522907,0.343474813729093
