"Model","Scenario","Region","Variable","Unit","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|China","Final Energy|Industry|Steel","EJ/yr","","","",8.8514823,15.2393991,18.0002519,22.64435471636,23.0550940806,21.7110389084,18.059946516163,14.3133030671171,12.1863515173691,10.6831441591145,10.2255352333719,9.76775759550876,9.15675190749151,8.54902029706423,7.97269548276729,7.41990529750321,7.05401923124302,6.76001479802348,6.48221863695895,6.17899152419157
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|China","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr","","","",1.4376658,2.72516588797,4.8436441999,5.8652449869,9.5381023419,13.2165157619,20.2158271619,26.8572361619,33.551690362,36.867473435,37.52716262,38.0171757,38.036787,37.333138,35.995179,34.206428,32.314451,30.428046,28.562244,26.4298976
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|China","Final Energy|Industry|Non-ferrous metals","EJ/yr","","","",0.6280109,1.4437267,2.2700818,2.98960773554071,2.897997871682,2.75151367887474,2.50861322986835,2.24457913225691,1.98861617958664,1.74262640047837,1.51661620916206,1.29712130538789,1.10160137018681,0.93877113588,0.8022020701,0.68329415331,0.58095677308,0.49432513022,0.4221897365,0.36113894645
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|China","Final Energy|Transportation|Road|Freight","EJ/yr","","","",2.03340939925,2.8861240966,4.1224794917,5.0436594082,5.9252939054511,6.7970415737747,7.52573599336355,8.08762378868237,8.41115291239,7.71572193115,7.5133393912,7.2222846493,7.0119776551,6.895105326,6.7305538181,6.5366075827,6.3769065226,6.2448413615,6.1358799793,5.9834950584
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|China","Final Energy|Transportation|Rail","EJ/yr","","","",0.5592022,0.8523543,1.22685869,1.47666506,1.71861078,1.8594138,1.73460129,1.71740697,1.7249634,1.6091088,1.6039128,1.5948043,1.5622195,1.5620364,1.5525318,1.5317642,1.5300988,1.5303406,1.528902,1.5114474
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Secondary Energy|Electricity|Solar","EJ/yr","","","",0.00000360007,0.00241198,0.0248426,0.0545524296,0.1326769477,0.2181868311,0.3989082901,0.5864960601,0.7571826901,0.9800320805,1.0708228724,1.201186409,1.30663775,1.34666208,1.34958058,1.29090286,1.24607093,1.18778271,1.12799311,1.19016465
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Final Energy|Residential and Commercial","EJ/yr","","","",3.00779,3.2383677,2.8092883,3.16744679,3.5333884,3.75478721,3.51063898,3.343048137,3.0380431998,2.67350450061,2.70239021352,2.72776666942,2.76008267183,2.77769038768,2.763008537266,2.722492986137,2.682640230324,2.63431205573,2.576916249758,2.504994297928
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Secondary Energy|Liquids|Oil","EJ/yr","","","",2.76616,2.82165,2.75187,2.820202,2.8315627,2.7245655,2.572258,2.3249087,1.9592186,1.3320085,1.1261048,0.96131237,0.84466765,0.80052491,0.782596221,0.78546916,0.8077278,0.81116247,0.80460161,0.76030258
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Secondary Energy|Electricity|Wind","EJ/yr","","","",0.00100802,0.0147851,0.081155,0.194435023,0.381326991,0.544247391,0.880584691,1.216951691,1.466057811,1.721753988,1.79246345,1.9417826,2.0605338,2.1197999,2.1486801,2.1524496,2.1188959,2.0672823,2.0309497,1.8964263
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Secondary Energy|Electricity|Gas","EJ/yr","","","",0.12755,0.123148,0.108039,0.1696593,0.2362086,0.2845073,0.2861675148,0.278439426,0.1798301,0.036873863,0.0445767992,0.0518583161,0.0673158453,0.0808077015,0.09469958011,0.109903932,0.12290533793,0.14133000749,0.15428293114,0.163793609255
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Secondary Energy|Electricity|Coal","EJ/yr","","","",0.892792,0.887576,0.824164,0.852315,0.88463,0.864608,0.534338541,0.16001489,0.01544796,0.004317546,0.009461632,0.0136793481,0.0174049313,0.0179280776,0.01729941661,0.01640196375,0.01519915051,0.0163639,0.0183714,0.017313
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Primary Energy|Coal","EJ/yr","","","",4.71895909444468,4.61687315654261,4.10326226906489,4.16225960512024,4.26228460999957,4.06676928522852,2.23560713998099,0.858993127764378,0.278817745621287,0.134921447718245,0.109675143034975,0.0958459859489662,0.0875908527143493,0.078390855786845,0.0697211537158959,0.0621759051085306,0.0558170236650565,0.0553350474500309,0.0570176872979157,0.0526187351624341
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Final Energy|Industry","EJ/yr","","","",3.1301469639,2.59139531441,2.6307258946,2.83533373416514,3.02707585748084,3.00976841191196,2.7034773611433,2.45609196183415,2.2715520303497,2.03621333207694,1.88654569575202,1.76656214231689,1.65756469605976,1.56320417113353,1.47749959038055,1.39202904910479,1.32219916846934,1.26060586993433,1.2060587088358,1.14839135135349
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Primary Energy|Gas","EJ/yr","","","",2.83545520691188,2.53147465250978,2.21931241349646,2.54873983412826,2.77874465514481,2.9575077556985,2.20926830381652,1.88218041135229,1.63457946708368,1.05869535077907,1.06877108157312,0.958190472111927,0.865603087447726,0.812482278247571,0.781698336039204,0.759841473989253,0.782522148423451,0.81913906422734,0.837578622409536,0.831595137356193
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Secondary Energy|Electricity|Oil","EJ/yr","","","",0.0370123,0.0382569,0.0247958,0.03811238,0.04073077,0.03746101,0.04361711,0.03965738,0.022081665,0.00611525,0.0034890158,0.0031920717,0.0031228956,0.0021499487,0.00153911,0.0011314152,0.0006334723,0.0007224314,0.0009366326,0.0004560889
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Secondary Energy|Electricity|Biomass","EJ/yr","","","",0.00983899,0.0333681,0.0474208,0.0494751,0.05443586,0.0582875,0.093253444,0.2248199,0.39759902,0.5389878789,0.581313304,0.58681939862,0.58295228825,0.58252356821,0.57860977339,0.594771088745,0.595680363504,0.587282152257,0.578247874253,0.5483331391016
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Final Energy|Industry|Chemicals","EJ/yr","","","",0.51766452,0.40701331,0.40513568,0.451601966,0.454104449,0.4493147046,0.3751911572,0.3537087589,0.3566296217,0.3455410481436,0.3434885280441,0.33798769794978,0.33082947888081,0.32339354409885,0.31618129194027,0.308877894431014,0.303383478362223,0.298351306223921,0.293223617132371,0.287690858715612
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Final Energy|Industry|Cement","EJ/yr","","","",0.0184378,0.0191383,0.0191383,0.0184837,0.01924678,0.02013793,0.017151286,0.017404698,0.016689119,0.0143171864,0.014030551,0.01343180022,0.0128770847,0.01243050412,0.01191096098,0.01131714221,0.010972975011,0.010714005749,0.01046218108,0.0099599892663
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Final Energy|Transportation|Road|Passenger","EJ/yr","","","",0.98520066826,1.18071108826,1.2120036605,1.20946617615,1.14401435848,1.033433198862,0.907493061508,0.78777743377,0.718209157609,0.639049474404,0.599663934721,0.572950702635,0.554676096887,0.540707317986,0.528033578564,0.513144771896,0.500267749024,0.48997361551,0.481828595732,0.470335758426
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Final Energy|Transportation|Maritime","EJ/yr","","","",0.0676643,0.14184448,0.13778531,0.145618019,0.153331516,0.15583466,0.13784245257,0.1324213454,0.1222070706,0.0913756221,0.08746053487,0.08394934341,0.083296955509,0.084216155549,0.085153356686,0.0863091461918,0.087783434322,0.0891508394835,0.090369659142,0.09167637680004
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Final Energy|Transportation|Aviation","EJ/yr","","","",0.078942,0.0904525,0.0950985,0.1086291,0.1160155,0.1187629,0.1094638984802,0.11061996933,0.1074302144,0.090309092,0.08909794,0.08565881,0.08184469,0.07924716,0.075780868,0.07145423,0.070554181,0.07066317,0.070904601,0.067757007
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Final Energy|Industry|Steel","EJ/yr","","","",0.672604699,0.47552938,0.478376353,0.5144964243458,0.5170857544782,0.4854298371486,0.39714128750468,0.3190668400237,0.26319015163692,0.230030368646274,0.219793790457703,0.209465482184957,0.195858845955264,0.181191738001183,0.167470404155381,0.155473833234872,0.146116605848992,0.137925566478853,0.130007033838076,0.122775940214952
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr","","","",0.14942162007,0.17819608,0.2363536,0.3924630826,0.6739642387,0.9367098221,1.4837850811,2.0162097511,2.4412438011,2.9250025685,3.0917459224,3.376661909,3.60609005,3.71063398,3.74768408,3.69802296,3.62489933,3.52023901,3.42934921,3.36226505
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Final Energy|Industry|Non-ferrous metals","EJ/yr","","","",0.035916319,0.02953201041,0.0379835836,0.06088073011934,0.05807759280264,0.05456217840336,0.05003040550362,0.04591258454665,0.04225017014378,0.03873591548707,0.035745372298212,0.032782410022151,0.02982573979369,0.0270388309195,0.0244853476809,0.0221663532232,0.02014227189584,0.0183762538033,0.0168098289765,0.0153460050397
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Final Energy|Transportation|Road|Freight","EJ/yr","","","",0.4279607,0.5140702,0.5274145,0.58711815,0.64330196824453,0.69438156913735,0.68951605707027,0.69630522149198,0.6728786957218,0.55771903539,0.5306952242,0.504808512,0.487906872,0.482893532,0.474621748,0.467854516,0.465006183,0.4656864,0.469562878,0.474771025
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-12","Final Energy|Transportation|Rail","EJ/yr","","","",0.063607593,0.0601683,0.0583870989,0.063597131,0.06887613,0.069807036,0.069569274,0.07106116,0.07484821,0.08138707,0.08255355,0.08395236,0.08487366,0.08570742,0.08583857,0.08518546,0.08550709,0.08616197,0.08689657,0.0861889
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Secondary Energy|Electricity|Solar","EJ/yr","","","",0.00528045,0.08134488,0.3650936,0.620589922,0.92467442,1.337789552,2.325036502,3.275380202,4.249012802,5.65129458,6.399886682,7.37375045,8.199917,8.7576524,9.1362652,9.1382973,9.1373499,9.0290074,8.7808604,9.106306
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Final Energy|Residential and Commercial","EJ/yr","","","",15.3951851,16.0264035,14.2541028,14.638983937334,15.294541864236,15.876508538975,15.260627126993,15.009791423999,14.700336618842,14.120013871375,14.536261350518,14.8836492645067,15.2357514421914,15.535272111782,15.7445745023943,15.8450841315384,15.9065685044733,15.8969648890346,15.7984941593057,15.5291528219479
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Secondary Energy|Liquids|Oil","EJ/yr","","","",25.9955,23.0899,21.1124,20.417826,19.967269,18.823324,17.547315,15.956723,13.5972,9.810138,8.8652277,8.0737081,7.586959,7.522983,7.617255,7.6312377,7.7173456,7.7512832,7.774279,7.4143991
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Secondary Energy|Electricity|Wind","EJ/yr","","","",0.252587,0.522445,1.00297,1.7458348,2.47166516,3.36347661,5.52915461,7.61500361,9.39600291,11.75916841,12.98857365,14.468035,15.658609,16.377574,16.985498,17.464688,17.541963,17.479116,17.397854,16.690864
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Secondary Energy|Electricity|Gas","EJ/yr","","","",1.938035,2.29751,1.461663,3.062024,3.639121,4.212656,3.018284165,2.171907435,1.05823597,0.136582987,0.140580802,0.140251875,0.1587579,0.1880490034,0.2336507791,0.2803766283,0.3250392188,0.3922242371,0.4460195505,0.49677089019
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Secondary Energy|Electricity|Coal","EJ/yr","","","",2.59771,2.1384,2.07225,1.82244,1.62796,1.40541,0.802453,0.180181,0.0116587,0.0000930155,0.0000551173,0.0000179304,0.00000596046,0.00000252267,0,0,0,0,0,0
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Primary Energy|Coal","EJ/yr","","","",9.4237126381333,7.95047389981608,7.60649142795914,7.04976412062307,6.58780405668728,5.93091222600282,3.64427968278927,1.41604553321299,0.56807405508505,0.302508066994037,0.226982036818267,0.191589361398369,0.169003335410855,0.155211664541519,0.146389188486391,0.139785190391628,0.136886712207766,0.135247893393648,0.133811124366519,0.131733235143072
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Final Energy|Industry","EJ/yr","","","",13.825600588,12.65550216536,11.686166187,12.2192409366768,12.4729413478842,12.4482942042801,11.7502331446351,10.9801137606119,10.376502539955,9.88155113062781,9.8102851842746,9.69901764889713,9.66479186778234,9.68610894554556,9.6930254608489,9.5817916410484,9.49748600364328,9.38570389562216,9.26435473589754,9.0491668244854
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Primary Energy|Gas","EJ/yr","","","",16.0780872827343,16.7172648950594,13.2393060945867,15.0806799703208,15.6770957164101,16.4411475902452,10.8508508955368,8.04727746120183,6.39371486479117,4.16653990891646,4.27439334350368,3.96328327822248,3.66889563087405,3.52800118030335,3.47693758806703,3.44904655778807,3.71783073624922,4.09949690815255,4.42454584015016,4.58494737258402
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Secondary Energy|Electricity|Oil","EJ/yr","","","",0.363039,0.19922,0.160183,0.1247711,0.0708499,0.0624637,0.09824923,0.09229138,0.0728783,0.023486107,0.01363692,0.014275195,0.014853354,0.011117356,0.010851457,0.008345563,0.004974006,0.005987213,0.007211623,0.0041119303
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Secondary Energy|Electricity|Biomass","EJ/yr","","","",0.166778,0.258486,0.331171,0.242542,0.21998639,0.2217208,0.40428981,0.9216669,1.9562999,2.6618373888,2.7550826673,2.4077866478,2.1670088084,2.12345321219,2.20177316251,2.32117133138,2.53479583051,2.74689502162,2.966444357545,3.019490899604
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Final Energy|Industry|Chemicals","EJ/yr","","","",1.9500242,1.8004151,1.7588673,1.799436223,1.833783276,1.85802455,1.849340141,1.8805410364,1.91815021071,1.9218369394601,1.92178497191456,1.91629083166513,1.90574373910438,1.89518704148969,1.88413648017841,1.86896109491771,1.85752109151698,1.84616997204382,1.83275335365605,1.81123273933657
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Final Energy|Industry|Cement","EJ/yr","","","",0.0965147,0.0855454,0.0855454,0.0814318,0.08426582,0.09047879,0.07851005,0.08282224,0.08101269,0.070506172,0.070632754,0.0689408486,0.0675305588,0.0667670143,0.0657357582,0.06404559936,0.06369801211,0.063592347385,0.063332948598,0.061183140743
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Final Energy|Transportation|Road|Passenger","EJ/yr","","","",9.317137442,9.0011105804,8.8110908108,8.605851219003,8.1649762851862,7.3485730019016,6.6195662014993,6.02945506294635,5.79172033659888,5.3923086963415,5.2012749101288,5.077205397402,5.0082407396895,4.98428714766,4.972722170638,4.92613267447,4.891409222511,4.8694813548379,4.8544264307452,4.7857191854452
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Final Energy|Transportation|Maritime","EJ/yr","","","",2.354697,2.177274,1.87778,1.88170449,1.9294119,1.9408253,1.7072050629,1.641849633,1.50676918,1.138799142,1.109796715,1.0896795355,1.1060071843,1.14148240045,1.1816349087,1.224989487347,1.274162380645,1.32255558382,1.369866725062,1.41871610424
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Final Energy|Transportation|Aviation","EJ/yr","","","",1.991647,1.955325,2.049497,2.127308,2.156365,2.15754,1.965655514691,1.9835099984,1.91934759,1.59854375,1.6068948,1.5940594,1.5866322,1.5967955,1.6006375,1.5905989,1.6233113,1.6652554,1.7037781,1.68980793
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Final Energy|Industry|Steel","EJ/yr","","","",2.270402515,2.011579986,1.863217398,1.9240901108368,1.8007709335942,1.6016942288976,1.2855071406602,1.079553198831,0.949254682271,0.90580048793048,0.9435495992348,0.96795590147648,0.974669779578492,0.973292698818266,0.973145738182496,0.972085501151996,0.977080353725621,0.979510580133504,0.977230294511305,0.975710969664109
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr","","","",1.24387905,1.79866618,2.4834261,3.513164722,4.57577858,5.915187162,9.180512112,12.251710812,15.006360712,18.77165599,20.749696332,23.20293245,25.21955,26.4962704,27.4827462,27.9639573,28.0403929,27.8691384,27.5396574,27.158196
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Final Energy|Industry|Non-ferrous metals","EJ/yr","","","",0.153240653,0.13139753936,0.113024569,0.1030889583,0.1025775334,0.1004469721125,0.0957055290649,0.0914755680759,0.087633633414,0.08309358242223,0.07905182174744,0.074753640502519,0.070450209146476,0.0663844411366,0.062460522514,0.0585495935907,0.0547544285592,0.0509843474422,0.0472453004651,0.0434075211887
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Final Energy|Transportation|Road|Freight","EJ/yr","","","",1.759929,1.69576,1.654641,1.70498049,1.76673739709542,1.8265478191587,1.87284980405041,1.94408860205352,1.9909707744401,1.824953137323,1.8677663043,1.891827814,1.92134878,1.97216398,2.00218672,2.00216121,2.04403007,2.10764576,2.18283585,2.18494328
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|EU-15","Final Energy|Transportation|Rail","EJ/yr","","","",0.299553305,0.2887538,0.294604097,0.31095173,0.327520378,0.33400603,0.33691665,0.3472952,0.3639856,0.379701,0.3911535,0.4045264,0.4176273,0.4298121,0.441197,0.4517426,0.4613015,0.4698635,0.4774041,0.4840479
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Secondary Energy|Electricity|Solar","EJ/yr","","","",0,0,0.00175315,0.004315073791,0.011496953991,0.041384334611,0.142359026611,0.234360321611,0.378429911611,0.66039031982,0.81243586762,0.959541387,1.074484905,1.13001321,1.14309353,1.07542469,1.02915113,0.97558685,0.92549502,0.94766315
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Final Energy|Residential and Commercial","EJ/yr","","","",1.435827693,1.468174039,1.12790756,1.139252778,1.197538915,1.30551155,1.25296433,1.254214494,1.1990778313,1.10783599954,1.11628838723,1.13979084896,1.175077816382,1.205752666756,1.221339207986,1.222077095463,1.219396819469,1.2116987329,1.197295943039,1.17829037347
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Secondary Energy|Liquids|Oil","EJ/yr","","","",0.895365,0.87185,0.703364,0.7221921,0.71944538,0.72622702,0.71624329,0.70349933,0.68062318,0.65264237,0.59541357,0.5414432,0.496954148,0.47582706,0.46386985,0.44918854,0.43983868,0.43365488,0.43103061,0.412017262
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Secondary Energy|Electricity|Wind","EJ/yr","","","",0.000140396,0.000187195,0.00400309,0.01237473802,0.02722411162,0.07078246252,0.19902920252,0.29340746252,0.40227983692,0.5570557775,0.6302141309,0.68419182,0.70249003,0.71787804,0.73088184,0.7526703,0.75475213,0.74763553,0.73906313,0.69087889
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Secondary Energy|Electricity|Gas","EJ/yr","","","",0.230757,0.184956,0.164523,0.3148934,0.3485054,0.39975,0.3587097194,0.355493872,0.28280606,0.061965486,0.028207184,0.0201338408,0.021812484,0.02596222159,0.03152089723,0.04027710438,0.04630094154,0.05408300227,0.0614231785,0.062681979247
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Secondary Energy|Electricity|Coal","EJ/yr","","","",0.180042,0.242835,0.199359,0.176588,0.185019,0.204379,0.1170333145,0.0616428711,0.011206821,0.001016478,0.0019476605,0.0029630801,0.00409014769,0.0047392962,0.00539001245,0.006259085775,0.006679591109,0.00730265,0.00812557,0.00735783
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Primary Energy|Coal","EJ/yr","","","",1.59614500715597,1.67756387582517,1.3287970855973,1.2338509200718,1.2648962113834,1.29218364052725,0.803761091112958,0.483443385874557,0.227232532056431,0.123187988817022,0.0881076202708282,0.0675175308519027,0.053647053868348,0.0459375726717934,0.0412881466677747,0.0384712348344995,0.0361580019833259,0.034794530886018,0.0340766416041746,0.0297129411608073
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Final Energy|Industry","EJ/yr","","","",2.73817556088,2.1944728952337,1.6002759829,1.604667419695,1.6127723835496,1.6011098383462,1.46311212860416,1.3581583608476,1.2461056860846,1.140247583624,1.08545070092869,1.04177334947134,1.0097664711381,0.983649572370181,0.952670187351152,0.91411054741898,0.879773085294985,0.846433848589411,0.814134300573866,0.777041082291726
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Primary Energy|Gas","EJ/yr","","","",3.90410792461258,3.06132145974875,2.04795577732721,2.09648908428692,2.17729744684506,2.29820775733495,1.96245424389989,1.90954886624142,1.65968192976432,1.0128200046985,0.816000084515447,0.666240776530444,0.560469314775724,0.523847971725673,0.503694929043618,0.491540692194449,0.507780156426333,0.530899520686249,0.541093305297131,0.513074443224169
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Secondary Energy|Electricity|Oil","EJ/yr","","","",0.00540345,0.00492107,0.00326871,0.005347583,0.002714112,0.003283492,0.0050617,0.005546363,0.004908753,0.0025007756,0.0008905941,0.0005960491,0.0005148761,0.0003322963,0.00032751183,0.00037800053,0.00019402144,0.00020829391,0.00027179556,0.00009928832
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Secondary Energy|Electricity|Biomass","EJ/yr","","","",0,0.000889177,0.000503986,0.00118109,0.0010922737,0.001711277,0.0072894333,0.014963158,0.02864813,0.011831065,0.03180711763,0.057542942,0.103704274312,0.133265078354,0.164838686296,0.202560695064,0.217134495551,0.233777475641,0.2586094666043,0.2764340730651
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Final Energy|Industry|Chemicals","EJ/yr","","","",0.2301485,0.2622134,0.2242871999,0.224849938887,0.224439436569,0.219238688072,0.202175898914,0.1863990053414,0.1810616958207,0.17934965925368,0.17650229919248,0.174416870008196,0.17244285895312,0.170961386422953,0.168881943978777,0.166002516120444,0.162902223627995,0.159705102296005,0.156474028894435,0.152739702545121
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Final Energy|Industry|Cement","EJ/yr","","","",0.00770423,0.00702256,0.00702256,0.00689325,0.007354844,0.008176789,0.007303226,0.007649342,0.007633004,0.0071172984999999,0.00690016148,0.0066288768,0.0064528578399999,0.00640711045,0.0063119414939999,0.006145792453,0.006079884517,0.0060137232247999,0.0059170097293,0.00562697693511
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Final Energy|Transportation|Road|Passenger","EJ/yr","","","",0.308881022,0.3708325564,0.3045314072,0.30476804656,0.29281167444,0.28977117827,0.28010550043,0.269777659044,0.266803719608,0.256732935427,0.255195344814,0.257021467388,0.261024704278,0.266437416509,0.271934025741,0.275956727927,0.279930209004,0.283822519297,0.287153175537,0.286850111156
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Final Energy|Transportation|Maritime","EJ/yr","","","",0.02013125,0.01559564,0.01352554,0.0150355096,0.016015,0.0173837,0.015979128284,0.016193093038,0.01535585288,0.0123938592,0.0113001926,0.01065486165,0.011022804588,0.011487303365,0.011872182687,0.012218601484,0.012657230295,0.013136520184,0.013579434289,0.0139309379942
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Final Energy|Transportation|Aviation","EJ/yr","","","",0.01737123,0.01230632,0.01192964,0.01438788,0.01690369,0.02048284,0.02037507783604,0.0227498986392,0.0233506608,0.020253168,0.0197213075,0.020007458,0.02127467,0.022821299,0.024109978,0.025095339,0.026397687,0.027747581,0.028988141,0.029483277
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Final Energy|Industry|Steel","EJ/yr","","","",1.099370076,0.916146526,0.635937353,0.611723135999,0.5672807648206,0.5098967528622,0.40984259938966,0.3355380282218,0.285281179422,0.24814547351422,0.22867445273324,0.212650106792943,0.196308144720976,0.180835058283228,0.166257097113775,0.152886338735236,0.14201710739558,0.132485310770756,0.123359068957811,0.113776769088115
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr","","","",0.046133996,0.049161595,0.02653544,0.041508891811,0.065453015611,0.141398267131,0.374989889131,0.562153834131,0.815874978531,1.25338545732,1.47938129852,1.681247627,1.815271135,1.88697641,1.9138443,1.86874559,1.82534593,1.76544907,1.70756683,1.68234341
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Final Energy|Industry|Non-ferrous metals","EJ/yr","","","",0.00661320288,0.0016313612337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Final Energy|Transportation|Road|Freight","EJ/yr","","","",0.1033653,0.1252089,0.1029536,0.105741899,0.113372315395839,0.129757410631399,0.14625771013412,0.162463117621641,0.16955734674151,0.158797651884,0.15430748969,0.1499477998,0.149031331,0.152047085,0.155409338,0.159187258,0.163779704,0.168861768,0.174274372,0.178388029
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Europe_Eastern","Final Energy|Transportation|Rail","EJ/yr","","","",0.06097323,0.06136981,0.050216514,0.0586299196,0.0648283935,0.0739859778,0.074551944,0.07941656,0.083886869,0.086080907,0.090318551,0.095197821,0.100871183,0.106440703,0.11091802,0.11408647,0.11794924,0.12193192,0.12563901,0.12767639
