"Model","Scenario","Region","Variable","Unit","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"GCAM 5.3+ NGFS","Delayed transition","World","Final Energy|Transportation|Rail","EJ/yr","","","",2.40776213771,2.8328873423,3.3376596264,3.785177154321,4.20014728882,4.44617103461,4.32344312853,4.40290353947,4.5241799893,4.3976935165,4.4961583279,4.5810063762,4.6480982648,4.7570852427,4.8396942178,4.894467804,5.0015749078,5.11517517,5.2209898864,5.2546293806
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Secondary Energy|Electricity|Solar","EJ/yr","","","",0.0000195,0.0001518,0.0023911,0.00664671265,0.04567910375,0.15353014475,0.31466913575,0.55179359575,0.98232029575,1.8806467751,3.06308327,4.43000222,5.88935601,7.389032,8.899886,10.398333,11.815264,13.132454,14.365763,18.0967383
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Final Energy|Residential and Commercial","EJ/yr","","","",5.277944498004,5.940188733011,6.8205596739938,7.053311617555,7.417379340998,7.944814480383,8.3813412577491,8.69868024393495,8.60308641937983,7.7743636726909,7.0991167243985,6.94067890724132,7.61019446615021,8.93856016381207,10.6029279188974,12.480600375962,14.5367069589076,16.5988723993233,18.5656387845549,20.1919165026902
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Secondary Energy|Liquids|Oil","EJ/yr","","","",1.12701,1.32393,1.74852,1.653733419,1.753496076,2.12672261,2.253366626,2.558819695,2.944456281,3.096217725,3.1135115384,3.030194626,2.92290884,2.9591132,3.0452354,3.1411316,3.3619108,3.6243778,3.9091401,3.9207233
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Secondary Energy|Electricity|Wind","EJ/yr","","","",0.00000900002,0.0000287,0.0002848,0.00425423044,0.03591468174,0.13350531674,0.33990992674,0.65178067674,1.21364454074,2.3759862463,3.867960295,5.56113636,7.31717675,9.0785562,10.816424,12.58882,14.27489,15.840907,17.293297,15.20008824
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Secondary Energy|Electricity|Gas","EJ/yr","","","",0.0733214,0.0966987,0.15233045,0.2119571,0.2537226,0.3429002,0.355342102,0.436152879,0.45222321,0.25062764,0.32425351,0.529971979,0.816914486,1.129161871,1.494120307,1.942386416,2.518312938,3.183775762,3.811770863,3.70567454671
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Secondary Energy|Electricity|Coal","EJ/yr","","","",0.00274718,0.0037114,0.000852852,0.00866137,0.0183651,0.0379174,0.0248026,0.01268,0.0025220132,0.0002790526,0.0013212181,0.00253341658,0.0037678141,0.00490477935,0.005970561679,0.007015968295,0.008269011375,0.00981423,0.0112962,0.00852422
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Primary Energy|Coal","EJ/yr","","","",0.0204110891422447,0.0289942315332157,0.0350575191393633,0.0659276565047691,0.108056728083127,0.185362872713401,0.146542754588883,0.104520952842116,0.0629170580885735,0.0408739233586681,0.0304556167873502,0.0241831972540754,0.0214905075729283,0.0215093625785823,0.0224519521203487,0.0236501613980673,0.0257861006778693,0.0285725610393718,0.0311674132061701,0.0250235834467929
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Final Energy|Industry","EJ/yr","","","",1.3234136154,1.6441926997,2.18546569424,2.89159079513157,3.49782193052755,4.32331485223173,5.12556958105343,5.93528790574366,6.35197483903581,6.3250362488164,6.77205387330304,7.08332877462903,7.48214044336579,7.93928341008359,8.29646467512208,8.56948249092871,8.81300407815093,9.00191907169987,9.13466448156002,9.12352027423508
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Primary Energy|Gas","EJ/yr","","","",0.469698083443735,0.500813159304508,0.791912886173263,0.976305408238839,1.1237911052216,1.41306672872642,1.43921915239311,1.65783873122447,1.79433884525003,1.55915904005996,1.79144438406944,2.18042246239887,2.64320824000359,3.21534667934635,3.86704761891714,4.62914777172056,5.69735444076571,6.92968048520698,8.07908772354796,8.09159943728847
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Secondary Energy|Electricity|Oil","EJ/yr","","","",0.0221465,0.0330202,0.0400952,0.0361917,0.02501422,0.03313717,0.03593466,0.05267999,0.07600902,0.07261658,0.05857719,0.041400448,0.030495311,0.027491509,0.025751001,0.024902805,0.024655536,0.023869745,0.022243871,0.00032962861
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Secondary Energy|Electricity|Biomass","EJ/yr","","","",0.000615601,0.000774,0.00091981,0.00186966,0.002287607,0.004128774,0.00995955,0.02392915,0.0659679,0.032669074,0.1292964778,0.31001466236,0.6167865625,0.875998227534,1.096481384281,1.239586555484,1.296604704349,1.308171927663,1.317115042301,1.34727211485919
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Final Energy|Industry|Chemicals","EJ/yr","","","",0.01222353,0.008154596,0.0225004,0.0326493335,0.0423566954,0.0541909163,0.05591834813,0.07562236297,0.09117012854,0.09015452935,0.093415254252507,0.097936434740436,0.103386965701595,0.109909032180279,0.116118439244671,0.121571251116421,0.127300677999103,0.132523450959637,0.137197594601618,0.140336223749699
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Final Energy|Industry|Cement","EJ/yr","","","",0.00523989,0.00687182,0.00687182,0.0070717509999999,0.008580224,0.012444602,0.014517967,0.019487461,0.0249746908,0.0303214392,0.03866510449,0.0484871151,0.0589300757,0.0693553211,0.0784735981,0.08593860342,0.09388286581,0.100997414007,0.107181687238,0.109266863546
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Final Energy|Transportation|Road|Passenger","EJ/yr","","","",0.31448459,0.3686589,0.5502218,0.41479036,0.413450886,0.5189166224,0.5628393556,0.6276505501,0.7360195486,0.8062655433,0.9010607789,1.0323038382,1.1906301957,1.3809923682,1.6177212294,1.87429170353,2.14350498163,2.41397644748,2.67279432749,2.87523713727
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Final Energy|Transportation|Maritime","EJ/yr","","","",0.0855514,0.10769224,0.1196522,0.119250496,0.12413324,0.13785594,0.13354370923,0.1426912336,0.1457358622,0.126986372,0.122733318,0.1222457426,0.13479499781,0.14861185659,0.163050915468,0.178318951292,0.195576878356,0.213613153107,0.23180497747,0.2481610628575
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Final Energy|Transportation|Aviation","EJ/yr","","","",0.0619657,0.085446,0.0814789,0.0853044,0.0969535,0.1295312,0.1512848370837,0.19979096949,0.2502782937,0.269700541,0.32202307,0.39285405,0.4918142,0.622956,0.7752703,0.9421785,1.1474206,1.3733923,1.609864,1.7987514
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Final Energy|Industry|Steel","EJ/yr","","","",0.008288278,0.004033468,0.013113445,0.0260686019796,0.0415005224662,0.078266218808916,0.130873351045574,0.22465453408654,0.36362093358829,0.5224679375572,0.7136225233112,0.927776443486,1.16321322457459,1.38484237300091,1.5725215411013,1.72230138760679,1.84731025772382,1.94165944886953,2.0030316326714,2.03347720629088
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr","","","",0.10878050002,0.1144915,0.1207959,0.17363929309,0.29002278549,0.54505056149,0.97562496249,1.60109487249,2.69011883649,4.8157340214,7.532837565,10.63563958,13.89375576,17.1975472,20.488999,23.802564,26.948311,29.874272,32.602729,34.28356354
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Final Energy|Industry|Non-ferrous metals","EJ/yr","","","",0.005769722,0.0048815519,0.00670417724,0.0088014013439689,0.010144368479954,0.011864608466112,0.013378946732652,0.014845886547771,0.016199520480117,0.017327325420202,0.01827029962033,0.018986662117591,0.0195750228396,0.0200659154724,0.0204169808461,0.0205895315955,0.020589548351,0.0204128086217,0.02008286485,0.0195491926492
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Final Energy|Transportation|Road|Freight","EJ/yr","","","",0.3170691,0.3716875,0.5547403,0.583599501,0.63290368020793,0.745554693350466,0.827154984306963,0.953094014316859,1.0918743868017,1.18499255049,1.2864264412,1.422339586,1.608819178,1.85624734,2.1526135,2.48862512,2.86264866,3.2723568,3.71242647,4.13371017
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Africa_Western","Final Energy|Transportation|Rail","EJ/yr","","","",0.00368003983,0.0043342296,0.0064477695,0.00666174046,0.00739659388,0.0094961749999999,0.0121603097,0.0149875506,0.0175780454,0.0188659408,0.0211695995,0.0235337806,0.0265761113,0.0313129429,0.036595977,0.0419920708,0.0477949715,0.0541611264,0.0607068099,0.0651391116
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Secondary Energy|Electricity|Solar","EJ/yr","","","",0.00028439898,0.0014147698,0.0182117995,0.0487247602,0.1628545712,0.2682065492,0.4792473292,0.6433213092,0.7694401097,0.903514956,1.020158485,1.18147924,1.33289298,1.4451004,1.5263059,1.5809887,1.5911472,1.5840116,1.5367472,1.6245117
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Final Energy|Residential and Commercial","EJ/yr","","","",0.754491048,0.8209788,0.864461841,0.9544245137,1.0888582401,1.2047435701,1.1960315186,1.23033479723,1.28168632436,1.291540509901,1.380173762901,1.45960788197,1.538228628109,1.6071833753928,1.6613685288039,1.7011588363487,1.7331830344007,1.7505387599672,1.7516285831176,1.715025442187
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Secondary Energy|Liquids|Oil","EJ/yr","","","",2.08748,2.22397,2.44553,2.606235,2.6612428,2.6105088,2.4813344,2.2274485,1.6442251,1.0471848,0.8986514,0.76490873,0.66997283,0.671430572,0.72290503,0.76761459,0.81184524,0.84334051,0.864781065,0.81399752
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Secondary Energy|Electricity|Wind","EJ/yr","","","",0.00539638,0.0240799,0.0497503,0.112683866,0.200593012,0.280804066,0.574613826,0.812789326,0.977466096,1.17208226,1.396905114,1.60887466,1.8033746,1.9383187,2.0171818,2.058343,2.0739171,2.0485999,2.0261547,1.8440606
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Secondary Energy|Electricity|Gas","EJ/yr","","","",0.1086691,0.1794026,0.195841,0.259642,0.28692,0.2986597,0.2393002264,0.15921644,0.06432773,0.0205890524,0.0345634193,0.0521723968,0.0805174699,0.10373832287,0.12528423156,0.14733497466,0.17404479348,0.20472100237,0.23089791897,0.233022540937
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Secondary Energy|Electricity|Coal","EJ/yr","","","",0.672506,0.653751,0.575343,0.50639,0.47011,0.481805,0.172682824,0.024024905,0.00260243,0.0018347164,0.0064655102,0.01078537545,0.01619823618,0.01957414219,0.02173933668,0.02305167399,0.025745237138,0.0293104,0.0337091,0.0337087
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Primary Energy|Coal","EJ/yr","","","",2.33022162399627,2.24948629855772,1.96138501850423,1.79163268993944,1.73366215958462,1.80105437918567,0.864998839677723,0.368065770219212,0.236640156948301,0.185493743589653,0.177612858920393,0.177998166209378,0.183017464763783,0.184932440224591,0.184009982609678,0.179943954013229,0.178686998167131,0.178937409655958,0.180491019458702,0.171629754302129
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Final Energy|Industry","EJ/yr","","","",1.6389659645,1.7123054934,1.78626872,2.0041499179066,2.18720783061661,2.35179644940465,2.38281911140345,2.41404467697565,2.45838178802201,2.35651467908701,2.38709778448882,2.40281809584142,2.43923436279903,2.47538770004632,2.49978039550638,2.49912615139624,2.49501643462326,2.46975148033646,2.42448815653358,2.33116490868503
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Primary Energy|Gas","EJ/yr","","","",1.15213212866021,1.38682311867977,1.57255931323794,1.72056598682644,1.79590930944591,1.89098141434824,1.47917801824219,1.15364555541384,0.966819855370521,0.876991910114773,0.907516112831879,0.943154483775586,0.98730817625819,1.02482352806406,1.05923871993227,1.08561091698197,1.14731169426542,1.22088993825365,1.28444719003747,1.28537652437074
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Secondary Energy|Electricity|Oil","EJ/yr","","","",0.010242,0.0209228,0.0240184,0.0214438,0.01399201,0.00949498,0.01241383,0.00908311,0.005383074,0.0017109803,0.0016332111,0.0013475178,0.0014367086,0.0009770807,0.000698111,0.000568855,0.0005609689,0.0005613386,0.000619462,0.00019335571
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Secondary Energy|Electricity|Biomass","EJ/yr","","","",0.00187919,0.000655188,0.00136075,0.00250332,0.003184261,0.003601826,0.012428251,0.07841683,0.186244565,0.22650951524,0.265768455755,0.292452963044,0.312499494378,0.3330898509154,0.3690154509428,0.4157191283907,0.4738000875927,0.5315120663429,0.58058104541811,0.584538004786068
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Final Energy|Industry|Chemicals","EJ/yr","","","",0.1246247,0.12653683,0.1429513,0.161041609,0.177740652,0.193378057,0.196141094,0.2110891316,0.22890613294,0.226543968359,0.2345451507275,0.2391808648696,0.2418279717997,0.24350331871572,0.244102420823321,0.243287910352481,0.242589298519408,0.240846451336066,0.238020216626289,0.233176744037358
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Final Energy|Industry|Cement","EJ/yr","","","",0.00471165,0.0047225,0.0047225,0.004906697,0.005547419,0.006228128,0.005250542,0.005678674,0.0058357833,0.00533945392,0.00556148329,0.005684684914,0.005819112914,0.005983175702,0.00608476834,0.0061055160971,0.0062165119272,0.00631530461408,0.00636986019041,0.0061965715794299
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Final Energy|Transportation|Road|Passenger","EJ/yr","","","",0.732228072,0.772667951,0.8264739,0.879729475,0.8781567638,0.8204249277,0.7653646467,0.728088482,0.7265876738,0.707410333,0.708339602,0.714374221,0.72601444,0.74216473,0.758302677,0.768753779,0.778197231,0.785849249,0.790958816,0.786751942
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Final Energy|Transportation|Maritime","EJ/yr","","","",0.0612806,0.072423,0.0708448,0.07237593,0.07826409,0.0840822,0.07203281289,0.06955025482,0.0648406846,0.051040924,0.0517155184,0.05344956999,0.05636562435,0.05974664481,0.063224188919,0.066633946824,0.0701380128564,0.0734880938913,0.0766167189603,0.0780734511865
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Final Energy|Transportation|Aviation","EJ/yr","","","",0.217449,0.291034,0.336533,0.366037,0.380379,0.389199,0.369592479861,0.38553408021,0.3939661167,0.35074432,0.35546906,0.3528901,0.3517818,0.35481888,0.3549895,0.35184426,0.35889646,0.36626657,0.37214051,0.364300655
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Final Energy|Industry|Steel","EJ/yr","","","",0.1715839245,0.1932676069,0.1320268199,0.1502843111066,0.163469319924,0.16975434004096,0.16051268816884,0.1465640243055,0.1437500483642,0.144382639962214,0.154187415551962,0.162845642136068,0.168777690590822,0.172335231757597,0.173852745862558,0.173352808600423,0.171904574354463,0.168849986072033,0.164231500369038,0.157589181899796
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr","","","",0.15591197898,0.1841208698,0.2322871995,0.3455754262,0.5656491832,0.7657806152,1.3182511552,1.7652666352,2.0747612057,2.446084216,2.832020599,3.2249579,3.57738858,3.8310921,3.9977057,4.1000917,4.1323853,4.1065395,4.0434309,3.9556653
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Final Energy|Industry|Non-ferrous metals","EJ/yr","","","",0.32233976,0.2436374,0.31268721,0.28877156,0.31294735655261,0.33394995198669,0.337148270509611,0.338178287787251,0.340929854070815,0.338630120225793,0.336488463489262,0.332020366395549,0.32596657819951,0.31961093651,0.31172342434,0.30107291044,0.28865055326,0.27420972046,0.25784640831,0.23920579546
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Final Energy|Transportation|Road|Freight","EJ/yr","","","",0.443689,0.467853,0.499631,0.537840074,0.582231915609303,0.625457043645293,0.631391200709652,0.64238525751071,0.6408838073035,0.563746336046,0.55471105525,0.5490334828,0.55406258,0.56989305,0.58203675,0.59208272,0.60552274,0.62116051,0.63905816,0.65438054
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Australia_NZ","Final Energy|Transportation|Rail","EJ/yr","","","",0.0490892,0.04750106,0.0531767575,0.05828770864,0.0640761326,0.0659659315,0.0671325429,0.0706942969,0.0765089197,0.083374484,0.088346737,0.093453766,0.098405286,0.103345661,0.107747866,0.111283485,0.115126446,0.1187771,0.122175811,0.12381423
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Brazil","Secondary Energy|Electricity|Solar","EJ/yr","","","",0,0,0.000212386,0.00290532354,0.08045047924,0.33431942824,0.61470602524,0.89638306524,1.18044862924,1.6100490459,1.996286098,2.328145067,2.59836507,2.75756185,2.8591598,2.8722864,2.8092517,2.6768672,2.5498556,2.72497687
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Brazil","Final Energy|Residential and Commercial","EJ/yr","","","",1.219992557,1.36434922,1.505249172,1.515139753,1.665239819,1.928363269,2.111912383,2.254582043,2.360302181,2.4338926474,2.6820155097,2.90160292259,3.10531340941,3.30321537703,3.48399838923,3.62968954771,3.7593366198,3.85852587265,3.91183166801,3.881383804643
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Brazil","Secondary Energy|Liquids|Oil","EJ/yr","","","",3.67704,4.49059,4.99619,4.7941923,4.7562126,4.7277294,4.5295759,3.9573796,3.0775678,2.276417,1.7519713,1.30981036,0.99404488,0.93990391,0.85684903,0.70328101,0.53533419,0.47436344,0.47181188,0.445247818
"GCAM 5.3+ NGFS","Delayed transition","GCAM 5.3+ NGFS|Brazil","Secondary Energy|Electricity|Wind","EJ/yr","","","",0.000334903,0.00783988,0.0778484,0.162117048,0.327914867,0.614943527,0.987137907,1.438311887,1.897306014,2.642858469,3.30512266,3.95065325,4.4202721,4.641227,4.7155976,4.659374,4.5373539,4.3690473,4.2115712,3.70677566
