sector.eos,EOS,sd_D1.log.E_Y_p,EOS_low95conf,EOS_high95conf
1-fossil,0.0374866389345345,0.00659496104902788,0.0245605152784398,0.0504127625906291
2-utility,0.103630522361598,0.0877992291857705,-0.068455966842512,0.275717011565709
2_3-manufacturing,-0.0357970963219634,0.0206035560589535,-0.0761800661975122,0.0045858735535854
5-transportation,0.0403581276526321,0.00133646261320232,0.0377386609307555,0.0429775943745086
6-agric. etc,0.212010979160384,0.0473947928541687,0.119117185166213,0.304904773154555
7_8_9-services,0.0519357083113699,0.015259611205054,0.0220268703494641,0.0818445462732757
