sector.eos,EOS,sd_D1.log.EM_Y_p,EOS_low95conf,EOS_high95conf
1-fossil,0.311431666202084,0.0223437194426942,0.267637976094404,0.355225356309765
2-utility,0.384435824777291,0.108299399713965,0.172169001337919,0.596702648216664
2_3-manufacturing,0.283941683209954,0.0670722243959146,0.152480123393961,0.415403243025947
5-transportation,0.368996654076569,0.0276882837722147,0.314727617883028,0.42326569027011
6-agric. etc,0.774497968647328,0.131867408235594,0.516037848505564,1.03295808878909
7_8_9-services,0.633404554419564,0.0526029009038191,0.530302868648078,0.736506240191049
