"Model","Scenario","Region","Variable","Unit","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Northern","Secondary Energy|Liquids|Oil","EJ/yr",4.109605,4.205982,4.426269,4.449265,4.394766,4.12632,3.665985,3.2467688,2.7400958,2.26008144,1.84877019,1.65819995,1.51703737,1.76949808,2.00365113,2.22464472,2.41577065
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Final Energy|Industry","EJ/yr",0.836312222498,0.997112294084,1.260113862054,1.5320143550606,1.79157115130785,2.09945012742432,2.53189407017293,3.08928369677051,3.77093662403902,4.55514802220843,5.43509221183434,6.35362441733183,7.28347846126032,8.20503188026979,9.10092971770977,9.95158632729138,10.7598922934507
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Final Energy|Industry|Cement","EJ/yr",0.002581989,0.0030038034,0.0039145494,0.0049817262,0.006426194,0.0078887625,0.00966671255,0.0134297479449999,0.01614936022,0.0196803503,0.02419085826,0.0290220675299999,0.03386258357,0.03812846976,0.041673124003,0.044487537111,0.0469327871599999
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Final Energy|Industry|Chemicals","EJ/yr",0.004896265565,0.00794743319,0.010589141206,0.0140210762136,0.01720072417685,0.021297051263518,0.027440574759831,0.0291185474879,0.033022563308116,0.033261248282626,0.033943465474567,0.035088521808042,0.036774047818211,0.039134139399542,0.041416144266538,0.043640236518731,0.045718181435622
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Final Energy|Industry|Non-ferrous metals","EJ/yr",0.047036521693,0.0596879573539999,0.074566031758,0.089824567747,0.105940859861,0.1226617288608,0.1395701404261,0.15608420793161,0.1716976516766,0.1856474358583,0.197648232569,0.207361374889,0.214249790497,0.218665588634,0.220630184524,0.22071429824,0.219211862454
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Final Energy|Industry|Steel","EJ/yr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Final Energy|Residential and Commercial","EJ/yr",1.84308493494,1.94372799751608,2.03761542202419,1.9076929644529,1.8649546129237,1.8635377023731,1.9474850372593,2.1439106582108,2.46513826338349,2.94762903334772,3.56426553078679,4.24895823429779,4.95037130000075,5.6564879227948,6.32358177767047,6.93314436831269,7.55454584082772
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Final Energy|Transportation","EJ/yr",0.461959108921,0.50380828259699,0.56248560101623,0.60163687584009,0.64060161250511,0.68338609341711,0.7343171972129,0.8067061872332,0.89148964908488,1.02441409424249,1.18428262116499,1.39519805925547,1.63695721850978,1.92844466842166,2.24806453841646,2.58944019067833,2.94118799889014
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Final Energy|Transportation|Aviation","EJ/yr",0.0397155,0.0461265,0.0569342,0.06694294231933,0.0828947543767,0.09977708566,0.1183892665,0.1398008159,0.163214064,0.201205491,0.24691984,0.30691346,0.3761472,0.47292461,0.58215654,0.70295866,0.83536253
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Final Energy|Transportation|Aviation|Passenger","EJ/yr",0.0397155,0.0461265,0.0569342,0.06694294231933,0.0828947543767,0.09977708566,0.1183892665,0.1398008159,0.163214064,0.201205491,0.24691984,0.30691346,0.3761472,0.47292461,0.58215654,0.70295866,0.83536253
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Final Energy|Transportation|Maritime","EJ/yr",0.043542319,0.044677499,0.04580443,0.0460884464699999,0.04764855284,0.0485710125799999,0.0489448663,0.048457781,0.0459568699,0.0460862682099999,0.048634639802,0.0536588117142,0.05895484821448,0.0639994332282,0.069423681857,0.075267549007,0.081797623485
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Final Energy|Transportation|Rail","EJ/yr",0.002239529336,0.00253732134,0.0031199498299999,0.0038478165099999,0.00455971954,0.0051926772,0.0058190459,0.0066295259,0.0071741131,0.0078273095,0.008426820999999,0.009416465,0.010460792,0.012442157,0.014513532,0.016680163,0.019194774
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Final Energy|Transportation|Road|Freight","EJ/yr",0.195547484,0.21764911240729,0.2483254864833,0.26439711057596,0.28079043564375,0.29656755527818,0.3153831387933,0.342290093317,0.37501013984,0.42759859178,0.49384050036,0.575619161389,0.6673767873293,0.7669560916773,0.8760638801828,0.9942167824094,1.115964741964
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Final Energy|Transportation|Road|Passenger","EJ/yr",0.180914276585,0.1928178498497,0.20830153470293,0.2203605599648,0.22470815010466,0.23327776269893,0.2457808797196,0.2695279711162,0.30013446224488,0.34169643375249,0.386460820002995,0.449590161152269,0.524017590966,0.61212237651616,0.705906904376663,0.80031703626193,0.888868329441143
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Primary Energy|Coal","EJ/yr",0.152471790867943,0.160083131411105,0.164380198546647,0.105944406569088,0.079866126362066,0.067845849284388,0.068064735974198,0.10195806060787,0.088957658743344,0.042704719378884,0.028025735112341,0.023291176036908,0.023417412937548,0.024366453004006,0.02652551179737,0.025038889142966,0.025665727231883
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Primary Energy|Gas","EJ/yr",0.121576186228499,0.152519185443714,0.222121757013984,0.279208149830443,0.351714252610625,0.414090635664986,0.438737568742182,0.441123166927617,0.385387524912246,0.312247233486278,0.243396342200256,0.195696232555835,0.178725620088006,0.196249002454923,0.221468576024201,0.24389309299072,0.278151150896732
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Secondary Energy|Electricity|Biomass","EJ/yr",0.000468515,0.0006420944,0.00131696924,0.0022805241,0.002696621,0.002134939,0.002318825,0.006682504,0.010712777,0.027468008,0.065898217,0.12578890642,0.1881196314,0.22001551604,0.2569453459,0.298942357,0.342428267
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Secondary Energy|Electricity|Coal","EJ/yr",0.0303512,0.0323655,0.035042703728,0.02226466,0.01714584,0.0143308,0.016383613,0.0333420523,0.0307307137,0.0130844087799999,0.008687706944,0.0076800440454,0.0085027274272,0.0092187365538,0.0104282,0.00971121,0.0099355
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Secondary Energy|Electricity|Gas","EJ/yr",0.0288811,0.0342347999999999,0.0501570129199999,0.05677989,0.06575739,0.07335621,0.073246109,0.05924557,0.037766621,0.026439218,0.020806981,0.020879325,0.030338614,0.033002206,0.037443943,0.039077391,0.043689981
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.21166370391056,0.277863743312,0.430861300784,0.727563237454,1.138122310954,1.765384598804,2.7404499571,4.112576969,5.967013003,8.052956695,10.392747274,12.691905075,14.945448302,16.945781124,18.97502853,20.91752246,22.85673185
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Secondary Energy|Electricity|Oil","EJ/yr",0.02179845,0.045743,0.1098012,0.2011308,0.3288076,0.4274532,0.4698751,0.4285339,0.3190246,0.21887084,0.13007916,0.0847426,0.05751718,0.06199963,0.06609179,0.04935678,0.0004844455
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Southern","Secondary Energy|Liquids|Oil","EJ/yr",0.723717,0.823523,0.9815968,1.138751,1.3666312,1.5171888,1.5313275,1.4164628,1.1607852,0.96518053,0.77163614,0.60875863,0.45516899,0.52078969,0.62538204,0.72628125,0.812471215
"GCAM 6.0 NGFS","Delayed transition","GCAM 6.0 NGFS|Africa_Western","Final Energy|Industry","EJ/yr",2.4749449446613,2.9411438042916,3.6808120179096,4.674257398254,5.7017162661617,6.83674690374924,8.37416848329779,10.3571729292563,12.6919952648607,15.4684368210098,18.6214578547361,22.0841673323439,25.7187200242234,29.5153955716292,33.2400867857614,36.752248983999,40.0581375434803
