country,sector_id,sector,gross_output,labor_share,cap_share,II_share,materials_share_II,services_share_II,energy_share_II,Kq_GFCF,H_EMP
NL,19,5-transportation|land,145886.304380577,0.253519798456992,0.0792172451794372,0.667262956363571,0.350160569139453,0.60680681674622,0.0430326141143263,204795.19535623,3161438
PL,19,5-transportation|land,112497.47911604,0.211523550267211,0.185437819683834,0.603038630048955,0.358282719651199,0.597825391268706,0.043891889080095,788042.667100962,9958304
PT,19,5-transportation|land,35291.182584156,0.319624587547319,0.144227778904168,0.536151764270356,0.350124522926866,0.606846676432596,0.0430288006405373,139666.092601417,2025094
RO,19,5-transportation|land,47096.771227218,0.214045979527498,0.262570558374297,0.523383462896181,0.359671735228719,0.596289426147331,0.0440388386239503,818456.40578318,5254944
SE,19,5-transportation|land,79840.4349624,0.240070155634215,0.198047246955544,0.561882597410241,0.363207868153652,0.592379191499752,0.0444129403465953,1671238.86211616,1880040
SI,19,5-transportation|land,10993.2140055428,0.328653804716337,0.0772276329934948,0.59412012437016,0.355274360425546,0.601152016914922,0.0435736226595325,28480.9735865219,390530
SK,19,5-transportation|land,19687.297428413,0.263899488987992,0.208279991258102,0.527820515515537,0.363113703901025,0.592483317767345,0.0444029783316295,55247.0684251443,1158361
GB,19,5-transportation|land,419496.32022376,0.339965416742771,0.155249975305271,0.504784607951958,0.341370716781038,0.616526582933918,0.0421027002850434,441992.428461113,9916549.75167421
US,19,5-transportation|land,3647892.69999654,0.264349669820736,0.257996170364893,0.435582451213447,0.34167943334487,0.616185206003298,0.0421353606518312,7236345.6608244,55433271.6527197
AT,15,3-energy-intensive|non-fossil mining,721.692891132,0.210492691500762,0.228169576045728,0.561337732453509,0.490480842288071,0.428416368175404,0.0811027895365245,23264.6881619586,86400
BE,15,3-energy-intensive|non-fossil mining,684.732693190095,0.22879590087756,0.124512972610687,0.646691126511754,0.490480842288071,0.428416368175404,0.0811027895365245,5448.251951494,29941.6
BG,15,3-energy-intensive|non-fossil mining,1209.0788053699,0.217635195629381,0.340571181615985,0.441793618855993,0.490480842288071,0.428416368175404,0.0811027895365245,38413.9042210899,282608
CY,15,3-energy-intensive|non-fossil mining,0.736771579861608,0.290085739158826,0.0896419447236631,0.620272314674735,0.490480842288071,0.428416368175404,0.0811027895365245,744.229209463211,7904
CZ,15,3-energy-intensive|non-fossil mining,49.92175530068,0.278875932216636,0.177469671510732,0.543654396272632,0.490480842288071,0.428416368175404,0.0811027895365245,1534386.20762926,304504
DE,15,3-energy-intensive|non-fossil mining,301.26550279843,0.30003703561823,0.129802933156165,0.570160031225605,0.490480842288071,0.428416368175404,0.0811027895365245,96462.7866944456,496000
DK,15,3-energy-intensive|non-fossil mining,8.695501908306,0.229759412748576,0.322064844948367,0.448230524816479,0.490480842288071,0.428416368175404,0.0811027895365245,,56960
EE,15,3-energy-intensive|non-fossil mining,30.3534218022023,0.196317865845234,0.314639129850305,0.489042995839112,0.490480842288071,0.428416368175404,0.0811027895365245,4364.7472646476,61232
GR,15,3-energy-intensive|non-fossil mining,104.991362454051,0.322491246832032,0.220076836370547,0.457431923366699,0.490480842288071,0.428416368175404,0.0811027895365245,23003.5789551732,141960
ES,15,3-energy-intensive|non-fossil mining,980.1404235007,0.15447284338947,0.32245324186669,0.52307391474384,0.490480842288071,0.428416368175404,0.0811027895365245,99190.8285132,259136
FI,15,3-energy-intensive|non-fossil mining,686.7941570027,0.161195100022987,0.220144427658004,0.618660472319009,0.490480842288071,0.428416368175404,0.0811027895365245,28426.2022255733,99200
