Model,Scenario,model.short,scenario.short,sector,Region,year,out,unit.out,energy,unit.energy,value.nonnorm,series,Unit,value.nonnorm.2020,value
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,1990,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00925511206703475,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,1995,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00925511206703475,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2000,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00925511206703475,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2005,248.786682277352,billion US$2010/yr,3.68679759146,EJ/yr,0.0148191115284454,all,EJ/yr per billion US$2010/yr,0.00925511206703475,1.60118120894816
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2010,345.607656745353,billion US$2010/yr,4.3251795423,EJ/yr,0.0125147098389861,all,EJ/yr per billion US$2010/yr,0.00925511206703475,1.35219430605941
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2015,439.036847951268,billion US$2010/yr,4.92749444346,EJ/yr,0.0112234188689486,all,EJ/yr per billion US$2010/yr,0.00925511206703475,1.21267238988112
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2020,530.997799963944,billion US$2010/yr,4.9144441460152,EJ/yr,0.00925511206703475,all,EJ/yr per billion US$2010/yr,0.00925511206703475,1
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2025,633.938894678716,billion US$2010/yr,5.18831167502676,EJ/yr,0.00818424570345416,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.884294608663374
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2030,819.142112462393,billion US$2010/yr,5.75966965921914,EJ/yr,0.0070313436113121,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.759725388561921
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2035,1069.41553167522,billion US$2010/yr,6.36487784272142,EJ/yr,0.00595173499374089,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.643075410717071
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2040,1403.4827123649,billion US$2010/yr,6.9863167584713,EJ/yr,0.00497784311621424,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.537847956908542
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2045,1844.23558655352,billion US$2010/yr,7.70874276365347,EJ/yr,0.0041799121651586,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.45163279870449
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2050,2415.26891744554,billion US$2010/yr,8.55859763869004,EJ/yr,0.00354353818610884,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.382873611950132
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2055,3144.51281254527,billion US$2010/yr,9.6627720266887,EJ/yr,0.0030728995563759,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.332021863605638
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2060,4061.80066971706,billion US$2010/yr,10.9787229894141,EJ/yr,0.00270292017805464,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.292046185770351
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2065,5197.55831992839,billion US$2010/yr,12.5053433429604,EJ/yr,0.00240600346801548,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.259964811942719
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2070,6579.98266973798,billion US$2010/yr,14.2434189054755,EJ/yr,0.00216465903033187,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.233887932923259
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2075,8228.65562396013,billion US$2010/yr,16.1430070735641,EJ/yr,0.00196180370297173,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.211969740480978
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2080,10156.1025460359,billion US$2010/yr,18.1495281329607,EJ/yr,0.00178705640777965,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.193088575787739
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2085,12373.8108047312,billion US$2010/yr,20.2332222480468,EJ/yr,0.00163516499220357,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.176676952192483
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2090,14887.9733106896,billion US$2010/yr,22.3420016130825,EJ/yr,0.00150067448045738,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.162145468319346
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2095,17698.5553826131,billion US$2010/yr,24.4254890236822,EJ/yr,0.00138008376930456,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.149115835584552
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Eastern,2100,20789.4397515041,billion US$2010/yr,26.529880453994,EJ/yr,0.00127612291485992,all,EJ/yr per billion US$2010/yr,0.00925511206703475,0.137883032168272
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,1990,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00351476083872105,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,1995,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00351476083872105,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2000,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00351476083872105,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2005,1014.0489226233,billion US$2010/yr,3.849831114534,EJ/yr,0.00379649445765857,all,EJ/yr per billion US$2010/yr,0.00351476083872105,1.08015726584687
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2010,1264.89088252286,billion US$2010/yr,4.661892595271,EJ/yr,0.00368560850559119,all,EJ/yr per billion US$2010/yr,0.00351476083872105,1.04860861797138
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2015,1364.68770025431,billion US$2010/yr,5.27330676139,EJ/yr,0.00386411247086591,all,EJ/yr per billion US$2010/yr,0.00351476083872105,1.09939556293451
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2020,1564.78285483813,billion US$2010/yr,5.49983749928718,EJ/yr,0.00351476083872105,all,EJ/yr per billion US$2010/yr,0.00351476083872105,1
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2025,1845.47392354045,billion US$2010/yr,5.96257970600845,EJ/yr,0.00323092059440728,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.919243368940844
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2030,2251.10425417299,billion US$2010/yr,6.67817753214214,EJ/yr,0.00296662294505572,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.844046887166075
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2035,2713.87207407077,billion US$2010/yr,7.27315191394012,EJ/yr,0.00267999069795154,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.762495891164742
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2040,3224.0725083016,billion US$2010/yr,7.89907026334571,EJ/yr,0.00245002872702352,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.697068403639959
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2045,3783.64524847532,billion US$2010/yr,8.61735776877256,EJ/yr,0.00227752794008504,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.647989449237688
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2050,4386.21301230882,billion US$2010/yr,9.37423040737647,EJ/yr,0.00213720363809738,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.608065167493747
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2055,5041.02872220125,billion US$2010/yr,10.1454599520278,EJ/yr,0.00201257729545282,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.572607180915662
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2060,5751.49006208925,billion US$2010/yr,10.9369291584567,EJ/yr,0.00190158185798618,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.541027382869705
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2065,6512.02393943013,billion US$2010/yr,11.6845006692258,EJ/yr,0.00179429633212441,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.510503108022939
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2070,7295.94508690465,billion US$2010/yr,12.3145977288463,EJ/yr,0.00168786875204825,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.480222931089226
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2075,8090.92505589499,billion US$2010/yr,12.8871861449342,EJ/yr,0.00159279514467195,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.453173122655919
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2080,8894.69023237862,billion US$2010/yr,13.3996819017523,EJ/yr,0.00150648100739636,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.428615509425255
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2085,9709.59564344554,billion US$2010/yr,13.8610155926771,EJ/yr,0.0014275584794341,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.406160915333734
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2090,10538.0392225892,billion US$2010/yr,14.2644924741352,EJ/yr,0.00135361922392147,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.385124133912345
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2095,11375.9660934377,billion US$2010/yr,14.6203304207554,EJ/yr,0.00128519462001467,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.365656350172128
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Northern,2100,12211.4256256002,billion US$2010/yr,15.0057456903591,EJ/yr,0.00122882832442601,all,EJ/yr per billion US$2010/yr,0.00351476083872105,0.349619328543889
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,1990,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00823346791878784,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,1995,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00823346791878784,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2000,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00823346791878784,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2005,187.089280808046,billion US$2010/yr,2.2953174939,EJ/yr,0.0122685676271053,all,EJ/yr per billion US$2010/yr,0.00823346791878784,1.49008507084965
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2010,283.296212369899,billion US$2010/yr,2.56781623199,EJ/yr,0.00906406834919914,all,EJ/yr per billion US$2010/yr,0.00823346791878784,1.10088099432755
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2015,366.242371469062,billion US$2010/yr,3.018112399044,EJ/yr,0.00824075157371285,all,EJ/yr per billion US$2010/yr,0.00823346791878784,1.00088463998364
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2020,386.721744593125,billion US$2010/yr,3.18406107760516,EJ/yr,0.00823346791878784,all,EJ/yr per billion US$2010/yr,0.00823346791878784,1
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2025,437.200177444327,billion US$2010/yr,3.3787881871183,EJ/yr,0.00772824065824757,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.938637368175395
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2030,548.618715603825,billion US$2010/yr,3.59198496223222,EJ/yr,0.00654732487257344,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.795208645634386
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2035,689.818936558959,billion US$2010/yr,3.84101604772254,EJ/yr,0.00556815106712317,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.676282597083701
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2040,881.487464082382,billion US$2010/yr,4.1039970629189,EJ/yr,0.00465576338875234,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.565468091292178
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2045,1141.40131464154,billion US$2010/yr,4.40770064199024,EJ/yr,0.0038616572326049,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.469019527457322
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2050,1486.24700481392,billion US$2010/yr,4.8076969364607,EJ/yr,0.0032347899917636,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.392883050455833
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2055,1931.8702523573,billion US$2010/yr,5.34661532435069,EJ/yr,0.00276758509937542,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.336138444538066
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2060,2494.56501228084,billion US$2010/yr,6.04041732687532,EJ/yr,0.00242143111008858,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.2940961371287
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2065,3192.46957205049,billion US$2010/yr,6.87034147625478,EJ/yr,0.00215204603245193,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.26137783661502
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2070,4041.15064118357,billion US$2010/yr,7.83200822796343,EJ/yr,0.00193806391381381,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.235388530438234
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2075,5051.63067228016,billion US$2010/yr,8.8724104927369,EJ/yr,0.00175634583530077,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.213317869532593
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2080,6236.9735217367,billion US$2010/yr,9.97550251984998,EJ/yr,0.00159941396016578,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.19425762946329
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2085,7605.44186092316,billion US$2010/yr,11.1062146957747,EJ/yr,0.00146029841511754,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.177361280753315
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2090,9161.16043081172,billion US$2010/yr,12.2102321337732,EJ/yr,0.00133282592592818,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.161879045266797
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2095,10904.1311417358,billion US$2010/yr,13.2674642031686,EJ/yr,0.00121673740261497,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.14777945509917
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Southern,2100,12829.9913107994,billion US$2010/yr,14.3106221179187,EJ/yr,0.00111540388229827,all,EJ/yr per billion US$2010/yr,0.00823346791878784,0.135471941264633
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,1990,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.0107817048146265,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,1995,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.0107817048146265,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2000,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.0107817048146265,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2005,565.283467690138,billion US$2010/yr,7.384108943234,EJ/yr,0.0130626656629584,all,EJ/yr per billion US$2010/yr,0.0107817048146265,1.21155845829108
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2010,759.310820125782,billion US$2010/yr,8.522200292311,EJ/yr,0.011223599172338,all,EJ/yr per billion US$2010/yr,0.0107817048146265,1.04098557373895
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2015,964.82959556358,billion US$2010/yr,10.3185663377338,EJ/yr,0.0106947033809701,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.991930642217323
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2020,1033.74411810602,billion US$2010/yr,11.1455239352755,EJ/yr,0.0107817048146265,all,EJ/yr per billion US$2010/yr,0.0107817048146265,1
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2025,1191.54919936067,billion US$2010/yr,12.1898933984706,EJ/yr,0.0102302896137324,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.948856399764714
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2030,1564.10832048059,billion US$2010/yr,13.8090237517319,EJ/yr,0.00882868761128316,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.818858219834226
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2035,2089.29565783513,billion US$2010/yr,15.5885457733122,EJ/yr,0.00746114879186827,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.692019390268081
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2040,2776.55556599589,billion US$2010/yr,17.4695729022065,EJ/yr,0.00629181461957904,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.583563984337945
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2045,3671.11264222949,billion US$2010/yr,19.3396009613736,EJ/yr,0.00526804891217627,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.488610011380539
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2050,4821.1752673739,billion US$2010/yr,21.1803207293293,EJ/yr,0.00439318621595482,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.407466749599285
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2055,6285.43794168604,billion US$2010/yr,23.2838534723446,EJ/yr,0.00370441227617925,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.343583166101323
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2060,8116.25463363709,billion US$2010/yr,25.7063202802871,EJ/yr,0.00316726389703812,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.293762809453047
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2065,10365.2264020398,billion US$2010/yr,28.5439943358766,EJ/yr,0.00275382256293595,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.255416245416041
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2070,13076.224054321,billion US$2010/yr,31.855466137148,EJ/yr,0.00243613645688653,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.225950951057541
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2075,16278.3801498091,billion US$2010/yr,35.3453919342306,EJ/yr,0.00217130891458172,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.20138827318256
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2080,19989.2605004696,billion US$2010/yr,38.9031078119463,EJ/yr,0.00194620045153908,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.180509528409539
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2085,24217.1701087019,billion US$2010/yr,42.4673300947823,EJ/yr,0.00175360415375381,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.162646277551104
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2090,28968.834615362,billion US$2010/yr,45.9799185338682,EJ/yr,0.00158722016761714,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.147214211008997
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2095,34221.8492810789,billion US$2010/yr,49.3518573030814,EJ/yr,0.00144211544203042,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.133755789722052
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Africa_Western,2100,39934.7519884213,billion US$2010/yr,52.9088213412351,EJ/yr,0.00132488168091229,all,EJ/yr per billion US$2010/yr,0.0107817048146265,0.122882392320271
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,1990,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00335266885507039,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,1995,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00335266885507039,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2000,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00335266885507039,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2005,576.591189564234,billion US$2010/yr,2.087893359,EJ/yr,0.00362109826995094,all,EJ/yr per billion US$2010/yr,0.00335266885507039,1.08006439838954
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2010,732.156800451091,billion US$2010/yr,2.383349807,EJ/yr,0.00325524505888846,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.970941419987069
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2015,787.77230305491,billion US$2010/yr,2.64629195,EJ/yr,0.00335920917724312,all,EJ/yr per billion US$2010/yr,0.00335266885507039,1.00195078084221
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2020,727.846354304717,billion US$2010/yr,2.44022780335395,EJ/yr,0.00335266885507039,all,EJ/yr per billion US$2010/yr,0.00335266885507039,1
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2025,767.334000431448,billion US$2010/yr,2.49424458895689,EJ/yr,0.00325053312840882,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.969535993240996
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2030,922.387318914456,billion US$2010/yr,2.71172149947427,EJ/yr,0.00293989460161449,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.876881889831845
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2035,1136.83068169253,billion US$2010/yr,2.98607068568318,EJ/yr,0.0026266626453444,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.78345424463021
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2040,1360.56863383034,billion US$2010/yr,3.2399066665547,EJ/yr,0.00238128866563207,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.710266587178971
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2045,1584.90246931352,billion US$2010/yr,3.44545726403204,EJ/yr,0.00217392384120923,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.648415914360737
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2050,1816.87482276722,billion US$2010/yr,3.62874459737699,EJ/yr,0.00199724524326347,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.595718017376798
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2055,2056.95285514304,billion US$2010/yr,3.80918544252805,EJ/yr,0.00185185840939615,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.552353509830087
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2060,2302.32032147358,billion US$2010/yr,3.96179422738967,EJ/yr,0.0017207832422093,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.513257740801597
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2065,2550.94254751436,billion US$2010/yr,4.11647218153145,EJ/yr,0.00161370634769589,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.481319932702394
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2070,2798.82148817523,billion US$2010/yr,4.24367996806721,EJ/yr,0.00151623816881369,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.452248114668592
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2075,3041.42452486848,billion US$2010/yr,4.33471796983826,EJ/yr,0.00142522621698979,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.425101994440744
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2080,3281.93900521316,billion US$2010/yr,4.38587725038538,EJ/yr,0.00133636769099568,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.398598176188691
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2085,3521.75901706379,billion US$2010/yr,4.42570152822876,EJ/yr,0.00125667358464482,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.374827827909188
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2090,3762.20425305259,billion US$2010/yr,4.44959711076198,EJ/yr,0.0011827101378538,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.352766762534611
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2095,4000.97573198504,billion US$2010/yr,4.45731786745364,EJ/yr,0.00111405771142786,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.332289814349848
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Argentina,2100,4235.42471975674,billion US$2010/yr,4.44828505256322,EJ/yr,0.00105025713993063,all,EJ/yr per billion US$2010/yr,0.00335266885507039,0.313260028154073
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Australia_NZ,1990,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00367866356700157,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Australia_NZ,1995,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00367866356700157,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Australia_NZ,2000,,billion US$2010/yr,,EJ/yr,,all,EJ/yr per billion US$2010/yr,0.00367866356700157,
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Australia_NZ,2005,895.195437453504,billion US$2010/yr,3.8971928845,EJ/yr,0.00435345481159517,all,EJ/yr per billion US$2010/yr,0.00367866356700157,1.1834338020597
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Australia_NZ,2010,1022.50707758237,billion US$2010/yr,4.1847633044,EJ/yr,0.00409264971964254,all,EJ/yr per billion US$2010/yr,0.00367866356700157,1.11253710623459
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Australia_NZ,2015,1174.21382741764,billion US$2010/yr,4.4373900185,EJ/yr,0.00377903062873891,all,EJ/yr per billion US$2010/yr,0.00367866356700157,1.0272835664119
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Australia_NZ,2020,1323.92074878119,billion US$2010/yr,4.8702590241388,EJ/yr,0.00367866356700157,all,EJ/yr per billion US$2010/yr,0.00367866356700157,1
GCAM 5.3+ NGFS,Current Policies,gcam,current,all,Australia_NZ,2025,1534.40616073203,billion US$2010/yr,5.25886225596401,EJ/yr,0.0034272948001298,all,EJ/yr per billion US$2010/yr,0.00367866356700157,0.931668454509783
